image_id,image_category,aspect_ratio,camera_make,camera_model,iso,aperture_value,focal_length,exposure_time,total_days,stats_downloads
f0f01d7149,Featured,1.5,CANON,Canon EOS 77D,100.0,2.8,50.0,0.025,1518,5026
dcc3b56e58,Featured,1.5,CANON,Canon EOS 600D,800.0,2.0,50.0,0.005,1576,2501
89568a467b,Featured,1.5,SONY,ILCE-6300,200.0,2.5,30.0,0.008,1150,1362
369ea10a0d,Featured,1.59,SONY,DSC-RX100M5,160.0,8.0,8.8,0.0025,1275,929
0612408e16,Featured,1.5,CANON,Canon EOS Rebel T6,100.0,7.1,30.0,0.004,1130,1090
ac2b5d310e,Featured,1.5,CANON,Canon EOS 70D,125.0,8.0,24.0,0.01,1221,2983
ec21ae76f3,Featured,0.67,SONY,ILCE-7RM2,250.0,2.5,85.0,0.000125,1303,13967
093ec81e16,Featured,0.66,FUJIFILM,FinePix X100,640.0,5.6,23.0,0.008,1126,716
0a4d81063e,Featured,1.5,CANON,Canon EOS REBEL T5,100.0,1.4,30.0,0.003125,1888,3600
0d254c0850,Featured,1.5,NIKON,NIKON D3200,100.0,1.8,50.0,0.0004,2449,20558
8b18dace59,Featured,1.0,SONY,ILCE-6500,100.0,4.5,32.0,0.002,1206,3633
2ab12b9671,Featured,0.67,CANON,Canon EOS 6D,100.0,3.5,50.0,0.00125,1305,1344
2b6f7c55d8,Featured,1.0,CANON,Canon EOS REBEL T5i,250.0,5.6,18.0,0.03333333333333333,1163,492
195f2d1059,Featured,0.8,SONY,ILCE-7M3,100.0,6.3,85.0,0.00625,1058,672
2a5c067183,Featured,1.5,NIKON,NIKON D5200,640.0,5.6,105.0,0.0004,2207,34796
0639d9e70f,Featured,1.5,FUJIFILM,X-T1,200.0,5.6,35.0,0.016666666666666666,2103,208707
7d5c1f2541,Featured,1.33,DJI,FC220,100.0,2.2,4.7,0.02,1509,2054
559b47934e,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,8.0,52.0,0.0025,998,2812
ce13a140e1,Featured,0.67,SONY,A7RII,100.0,10.0,90.0,0.008,1166,4290
785494b64b,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,1.8,45.0,0.0006666666666666666,1284,1448
9f5d18822e,Featured,0.8,CANON,Canon EOS 60D,500.0,18.0,50.0,0.016666666666666666,1140,7077
7b93ebd320,Featured,0.75,GOPRO,HERO5 Black,105.0,2.8,3.0,0.008333333333333333,1308,1606
a41cd22f40,Featured,1.49,NIKON,NIKON D200,200.0,4.8,55.0,0.016666666666666666,3016,7503
d46b531cbe,Featured,1.5,SONY,DSC-RX1,50.0,8.0,35.0,0.01,2882,26928
a63c5518f7,Featured,1.5,FUJIFILM,X-T3,2500.0,1.4,35.0,0.019230769230769232,1525,1588
afbf7a9911,Featured,1.79,SONY,DSC-RX1R,400.0,2.0,35.0,0.0125,2272,11946
a6ff1bc19e,Featured,0.66,CANON,Canon EOS 6D,100.0,4.0,50.0,0.002,1394,5861
e929ad44b3,Featured,0.67,CANON,Canon EOS 6D,100.0,7.1,35.0,0.005,1201,2567
6636615bee,Featured,1.5,CANON,Canon EOS 5D Mark IV,100.0,1.4,35.0,0.0015625,1009,1173
c825ea6d9f,Featured,1.5,SONY,ILCE-7RM3,100.0,2.0,85.0,0.0005,1038,17486
e616c0f61f,Featured,1.5,SONY,DSC-RX100M3,125.0,4.0,8.8,0.005,2486,18494
1d06363f8e,Featured,1.5,SONY,ILCE-6300,1600.0,2.0,30.0,0.00625,1023,2203
2bd618e8d3,Featured,1.33,RICOH,PENTAX 645Z,400.0,8.0,25.0,0.005,1062,2489
8a9889e037,Featured,1.78,SONY,ILCE-6000,100.0,5.0,16.0,0.00125,2365,7818
b4a17e3389,Featured,0.8,SONY,ILCE-7RM3,1250.0,13.0,1176.0,0.003125,1178,1949
96c662bca5,Featured,0.69,CANON,Canon EOS 60D,250.0,9.0,35.0,0.01,1168,1959
5d99b17c6b,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,1.4,85.0,0.0004,1401,2620
be6889bf22,Featured,1.0,NIKON,NIKON D750,100.0,1.4,50.0,0.01,1959,2167
01e7612681,Featured,0.75,GOPRO,HERO6 Black,99.0,2.8,3.0,0.0009090909090909091,1536,1794
8ba6fa19d5,Featured,0.66,NIKON,NIKON D3200,800.0,5.3,80.0,0.04,2869,29474
c4745b0491,Featured,0.67,DJI,FC2204,160.0,2.8,4.4,0.03333333333333333,1515,3061
adb515405c,Featured,0.7199999999999999,NIKON,NIKON D850,400.0,5.0,35.0,0.008,1057,2817
06a1ffddc5,Featured,0.8,SONY,ILCE-6000,100.0,1.7,30.0,0.003125,1252,2357
369ef91a22,Featured,1.78,HASSELBLAD,L1D-20c,200.0,10.0,10.3,0.008333333333333333,1560,23064
959aa5539d,Featured,1.5,SONY,ILCE-7,500.0,8.0,17.0,0.2,1065,27517
0f58b1e286,Featured,2.0,NIKON,NIKON D5000,250.0,8.0,18.0,0.00125,2608,4378
fdf3d17ee0,Featured,1.33,GOOGLE,Pixel 3,53.0,1.8,4.4,0.00038299502106472615,1307,2013
f33e848922,Featured,0.67,NIKON,NIKON D5300,500.0,3.5,18.0,0.0125,1507,3406
ac6b2dea60,Featured,1.5,CANON,Canon EOS 5DS R,1000.0,6.3,75.0,0.003125,1474,46313
19b348b7b5,Featured,1.0,SONY,ILCE-6500,320.0,1.4,56.0,0.00125,1365,521
f0a01f3fb1,Featured,1.5,NIKON,NIKON D810,800.0,2.8,24.0,0.003125,1102,2158
7d78e8501d,Featured,0.67,SONY,ILCE-7RM3,100.0,4.5,24.0,0.0005,1507,1122
f36fdf2655,Featured,1.5,NIKON,NIKON D600,200.0,13.0,50.0,0.0015625,3051,81455
7a5303a87b,Featured,1.0,CANON,Canon EOS 600D,400.0,6.3,140.0,0.0025,1898,3220
ff162aee25,Featured,0.67,CANON,Canon EOS 6D,200.0,5.6,80.0,0.0125,1981,14304
09cefcee34,Featured,0.7099999999999999,CANON,Canon EOS 5D Mark III,100.0,6.3,43.0,0.005,999,2335
8fb6d964e5,Featured,1.33,PANASONIC,DMC-FZ300,100.0,5.0,77.0,0.0015625,1790,2860
d3b4c6456a,Featured,1.5,NIKON,NIKON D3300,800.0,5.6,300.0,0.00125,1398,4706
a787b09b48,Featured,1.33,OLYMPUS,E-M5,320.0,6.3,90.0,0.01,2749,59405
ef81d161e2,Featured,1.5,CANON,Canon EOS REBEL T3,1600.0,5.6,250.0,0.0005,2766,9995
92ef3ace3e,Featured,0.67,FUJIFILM,X-T2,3200.0,2.0,12.0,30.0,1581,5328
7df0253d13,Featured,0.67,SONY,ILCE-7M3,640.0,1.4,35.0,0.00625,1140,1527
adde4dbcc6,Featured,0.67,CANON,Canon EOS 200D,160.0,1.8,50.0,0.016666666666666666,1320,37729
a8556aafaa,Featured,0.75,APPLE,iPhone XR,25.0,1.8,4.2,0.001177856301531213,1102,883
75c4c85b20,Featured,0.75,APPLE,iPhone X,16.0,2.4,6.0,0.008333333333333333,1172,8100
dd1e8f4160,Featured,1.5,NIKON,NIKON D4S,100.0,4.0,70.0,0.0125,2500,21023
14ca69e4d9,Featured,1.5,FUJIFILM,X-Pro2,1250.0,1.6,35.0,0.016666666666666666,2378,16366
0bc11ba025,Featured,0.67,CANON,Canon EOS 6D,1600.0,1.4,50.0,0.0125,1013,1024
8cbf0ad45a,Featured,1.5,NIKON,NIKON D3400,720.0,5.6,105.0,0.004,1321,1364
2c63b49a2c,Featured,0.67,CANON,Canon EOS 5D Mark II,200.0,1.6,50.0,0.0005,1991,2415
8aa7a69856,Featured,1.5,NIKON,NIKON D7500,200.0,4.0,300.0,0.00025,1451,1049
8a8f72d222,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,1.4,50.0,0.016666666666666666,1150,885
0ea081903a,Featured,0.67,CANON,Canon EOS 6D,100.0,2.8,50.0,0.002,1119,1050
3fa0eccf37,Featured,1.5,CANON,Canon EOS Rebel T6,1600.0,9.0,75.0,0.002,1579,1441
11edd45a20,Featured,1.5,PANASONIC,DMC-FZ1000,125.0,5.6,34.4,0.003125,1347,2278
ed900a61a3,Featured,1.5,CANON,Canon EOS 5D Mark IV,6400.0,4.0,24.0,25.0,1396,2504
c7886313b9,Featured,0.67,NIKON,NIKON D4,100.0,4.2,200.0,0.005,1562,869
182fe3ca66,Featured,0.67,CANON,Canon PowerShot G5 X,1000.0,10.0,36.8,0.00125,1583,4654
eab4a9091b,Featured,1.5,SONY,DSC-R1,160.0,8.0,14.8,0.0025,2754,5186
e344a53363,Featured,1.34,CANON,Canon EOS 6D Mark II,100.0,2.0,50.0,0.0005,1085,1637
a07247272b,Featured,0.8,NIKON,NIKON D600,200.0,8.0,28.0,0.003125,1593,1822
8e888bc86e,Featured,1.78,NIKON,NIKON D5300,200.0,5.6,300.0,0.0008,1427,2046
907d17d12f,Featured,1.5,NIKON,NIKON D5600,320.0,5.6,55.0,0.00625,1317,2314
1b1a902853,Featured,0.67,CANON,Canon EOS 5D Mark IV,640.0,8.0,50.0,0.004,1278,1226
f6d1ec8f3c,Featured,1.5,CANON,Canon EOS 5D Mark II,3200.0,4.0,28.0,30.0,3111,15774
cb3b952298,Featured,0.8,HASSELBLAD,L1D-20c,100.0,4.5,10.3,0.005,1165,580
97cb6d7c02,Featured,1.5,CANON,Canon EOS 7D Mark II,250.0,4.0,35.0,0.0025,2141,13719
3465e24e1f,Featured,1.5,SONY,ILCE-7RM2,800.0,4.5,16.0,25.0,1055,2007
4379252730,Featured,0.67,CANON,Canon EOS 5D,640.0,1.8,50.0,0.00025,1377,797
e5747b9355,Featured,0.67,CANON,Canon EOS 6D,250.0,7.1,17.0,0.0025,1129,1097
c8041d0c0a,Featured,1.0,NIKON,NIKON D800,1250.0,16.0,85.0,0.008,1019,4562
800bc40dfe,Featured,0.67,SONY,ILCE-7M3,50.0,22.0,28.0,2.5,1360,13653
cb0b571a55,Featured,0.8,NIKON,NIKON D5200,100.0,1.8,35.0,0.0125,1236,280
2096441b2a,Featured,1.5,SONY,ILCE-7RM3,1600.0,2.8,24.0,20.0,1560,5932
38b6e67011,Featured,0.67,CANON,Canon EOS 6D,200.0,2.2,50.0,0.00025,1147,533
d9b814b1d7,Featured,1.5,FUJIFILM,X-T1,200.0,1.4,35.0,3.125e-05,2369,10590
0c4a02adee,Featured,0.67,CANON,Canon EOS 6D,6400.0,2.8,35.0,10.0,1247,2602
c38083c80f,Featured,0.67,SONY,ILCE-6500,400.0,3.2,50.0,0.005,1233,465
3f882e6b29,Featured,0.75,HASSELBLAD,L1D-20c,100.0,2.8,10.3,1.0,1376,5808
9ce5b86bc5,Featured,1.78,CANON,Canon EOS 5D Mark II,400.0,6.3,370.0,0.0025,2430,33661
672f044b54,Featured,0.67,NIKON,NIKON D7500,450.0,2.8,50.0,0.004,1059,1688
eeb3bddef6,Featured,0.75,APPLE,iPhone 7 Plus,20.0,2.8,6.6,0.02,1038,2508
9b25ce0358,Featured,1.51,NIKON,NIKON D7000,100.0,11.0,18.0,0.008,3129,68568
e85eed0c04,Featured,1.5,NIKON,NIKON D5200,100.0,1.8,50.0,0.005,1863,5635
ead410d6cc,Featured,0.7199999999999999,NIKON,NIKON D750,250.0,4.0,58.0,0.005,1214,13330
fb6b48c1eb,Featured,0.67,CANON,Canon EOS 6D Mark II,100.0,1.8,50.0,0.0008,1408,5033
ad4205abb7,Featured,1.5,CANON,Canon EOS REBEL T5,100.0,2.8,24.0,0.00625,1367,3014
57f2da0de6,Featured,1.47,NIKON,NIKON D3300,100.0,6.3,35.0,0.004,1225,3923
04fa9c12ce,Featured,0.67,CANON,Canon EOS 300D DIGITAL,400.0,5.6,55.0,0.01,1458,998
94b8b2c4f7,Featured,0.67,FUJIFILM,X-T1,1600.0,2.0,35.0,0.06666666666666667,1300,421
37dcdfc0f9,Featured,0.67,SONY,ILCE-7M3,400.0,13.0,56.0,0.000625,1126,35489
d6bf6e5c27,Featured,0.66,RICOH,GR II,100.0,2.8,18.3,0.002,1323,1170
ac52dbc979,Featured,1.33,PANASONIC,DC-GX9,800.0,2.8,43.0,0.000625,1145,1431
ec88eb147d,Featured,1.5,CANON,Canon EOS 5D Mark II,100.0,9.0,50.0,0.0015625,1515,1947
b95cd069c1,Featured,1.5,NIKON,NIKON D750,640.0,1.4,35.0,0.00125,1139,1193
a855a005aa,Featured,1.5,NIKON,NIKON Z 6,2000.0,1.8,50.0,2.0,1045,17324
f90f41fea2,Featured,0.67,CANON,Canon EOS 5D Mark II,100.0,3.2,100.0,0.000625,1407,3503
22ed2dc953,Featured,0.67,SONY,ILCE-7RM2,100.0,1.8,85.0,0.003125,1153,1290
cdebe88486,Featured,0.67,FUJIFILM,X-T10,400.0,16.0,27.0,0.002,1458,1551
65425d446c,Featured,0.67,CANON,Canon EOS Rebel T7i,100.0,5.6,26.0,0.005,1269,932
3d3a546b70,Featured,0.66,CANON,Canon EOS 6D Mark II,200.0,2.0,35.0,0.0125,1154,1427
4ada572cfa,Featured,0.75,RICOH,PENTAX 645Z,200.0,2.8,55.0,0.008,1514,3176
0e7769e44b,Featured,0.8,CANON,Canon EOS 80D,100.0,4.5,10.0,0.002,1307,2016
316899e7c7,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,4.0,17.0,0.00025,1088,490
4b6a30f7c2,Featured,0.8,SONY,ILCE-7RM2,80.0,3.2,70.0,0.004,1337,1441
db278a78d3,Featured,1.35,SONY,NEX-7,100.0,4.5,45.0,0.01,2714,19938
2c45004cda,Featured,1.5,CANON,Canon EOS 6D Mark II,400.0,2.8,200.0,0.0025,1184,1316
1b06a8c7e7,Featured,0.67,CANON,Canon EOS 7D,100.0,4.0,200.0,0.004,1381,6542
02463d12db,Featured,0.67,SONY,ILCE-7M2,125.0,1.8,50.0,0.002,1386,85761
e3793798e8,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,3.2,14.0,0.0008,1318,684
80225a3303,Featured,1.5,SONY,SLT-A77V,400.0,3.5,12.0,0.00625,1016,1401
e3ab7d582a,Featured,0.8,SONY,ILCE-7M3,100.0,5.0,35.0,0.8,1226,2544
3e27ac1c18,Featured,0.67,CANON,Canon EOS 6D,100.0,1.8,50.0,0.008,1458,1560
876596dfc7,Featured,1.33,OLYMPUS,TG-5,100.0,2.8,4.5,0.0025,1183,1329
d2a20bb916,Featured,1.5,SONY,ILCE-6000,100.0,5.0,16.0,0.002,1993,3572
ba5d75ac27,Featured,0.7099999999999999,CANON,Canon EOS 70D,400.0,3.5,28.0,0.016666666666666666,1664,1586
05cafbce2a,Featured,1.78,SONY,ILCE-6500,400.0,4.0,22.0,0.00625,1565,4140
ed905583c5,Featured,0.67,CANON,Canon EOS 70D,400.0,5.0,50.0,0.00125,1128,1218
076ed1c39a,Featured,1.5,SONY,ILCE-6500,100.0,8.0,25.0,0.003125,1143,784
6764d9d2a2,Featured,0.8,SONY,ILCE-7M3,160.0,2.0,85.0,0.002,1024,2524
8712c55231,Featured,1.5,NIKON,NIKON D750,640.0,9.0,220.0,3.0,1544,8273
7d5f00c4a8,Featured,1.5,FUJIFILM,X-T1,400.0,1.4,23.0,0.00025,1561,2371
609a3d1512,Featured,1.5,HASSELBLAD,L1D-20c,100.0,2.8,10.3,0.016666666666666666,1213,16350
7000b3c913,Featured,0.67,CANON,Canon EOS 77D,100.0,1.8,85.0,0.001,1038,1166
2d8e4bb099,Featured,0.67,CANON,Canon EOS M5,125.0,2.0,50.0,0.008,1302,1791
4dcf2ccd48,Featured,0.67,CANON,Canon EOS 7D,400.0,8.0,400.0,0.00625,1183,1426
a897e29203,Featured,0.75,APPLE,iPhone 8 Plus,20.0,1.8,4.0,0.0003333333333333333,1342,5120
22fdb4479e,Featured,0.67,NIKON,NIKON D850,31.0,3.5,62.0,0.008,1213,1941
cc5b9d3779,Featured,1.5,FUJIFILM,X100T,200.0,11.0,23.0,0.008,2153,12353
252f94dace,Featured,1.5,CANON,Canon EOS 5D Mark IV,125.0,10.0,24.0,0.004,1461,52842
82cafb46c6,Featured,0.56,DJI,FC6310,100.0,3.5,8.8,0.0125,1492,48064
5a28409827,Featured,1.5,CANON,Canon EOS 5DS,50.0,1.4,50.0,0.00625,1148,1456
93f2a85c19,Featured,1.5,NIKON,NIKON D750,800.0,7.1,400.0,0.004,2060,182597
dcfffb75b0,Featured,0.66,LEICA,LEICA T (Typ 701),800.0,2.0,23.0,0.025,997,6989
64e4adaf29,Featured,1.5,CANON,Canon EOS 70D,100.0,3.5,24.0,0.00125,1157,3530
c3ca686cd0,Featured,1.5,DJI,FC220,100.0,2.2,4.7,0.01,1245,8748
48546d9aca,Featured,0.8,CANON,Canon EOS-1D X Mark II,100.0,4.0,21.0,0.0025,1441,4495
4b84560cab,Featured,1.25,SONY,ILCE-7M3,200.0,4.5,200.0,0.01,1193,1053
947026e280,Featured,1.5,NIKON,NIKON D800,100.0,4.5,85.0,0.0025,1495,21127
c0da666522,Featured,0.8,SONY,ILCE-6500,100.0,1.8,35.0,0.000625,1407,2236
d2af180eec,Featured,0.67,SONY,ILCE-7M3,50.0,1.8,85.0,0.0025,1416,833
ef33fa878b,Featured,1.5,CANON,Canon EOS 5DS,50.0,1.4,50.0,0.00125,1279,2396
f15e76aa40,Featured,1.5,CANON,Canon EOS 2000D,100.0,4.0,18.0,10.0,1126,1866
71ef01c498,Featured,1.5,NIKON,NIKON D810,320.0,8.0,24.0,0.04,2684,25297
6bc0a6ef41,Featured,1.78,CANON,Canon EOS 80D,160.0,1.4,35.0,0.0025,1144,3233
fd16613712,Featured,0.67,NIKON,NIKON D750,400.0,4.0,35.0,0.0006666666666666666,1411,2171
ef879c49f5,Featured,0.75,SAMSUNG,SM-G965W,32.0,2.4,6.0,0.01098901098901099,1046,1406
de95ee1f74,Featured,0.67,CANON,Canon EOS 70D,100.0,3.5,16.0,0.008,1361,2467
82d0d8538f,Featured,1.33,OLYMPUS,E-M5MarkII,200.0,1.8,17.0,0.008,1266,1983
8049c2741f,Featured,0.79,APPLE,iPhone 7,20.0,1.8,4.0,0.008928571428571428,1409,13233
f5435fa523,Featured,0.67,NIKON,NIKON D4S,1600.0,2.8,200.0,0.005,1933,2033
38a37c2a5e,Featured,1.5,CANON,Canon EOS 600D,400.0,1.8,50.0,0.002,2115,2494
695aa3578f,Featured,1.5,SONY,ILCE-7M2,3200.0,2.8,35.0,30.0,1315,945
36b01a41c4,Featured,1.39,CANON,Canon EOS 77D modified,1600.0,4.9,355.0,240.0,1100,8404
efb023ad22,Featured,0.67,CANON,Canon EOS 700D,400.0,2.2,50.0,0.0008,1422,1177
3c9a67b758,Featured,1.33,OLYMPUS,E-410,200.0,4.5,35.0,0.3,1353,1483
82263cab45,Featured,0.67,SONY,ILCE-7M3,400.0,20.0,37.0,0.004,1471,1293
54f3ee0429,Featured,1.33,APPLE,iPhone XS Max,25.0,1.8,4.2,0.008333333333333333,1428,3983
0d84aad9c9,Featured,0.8,SONY,ILCE-7RM3,50.0,2.5,85.0,0.0004,1339,1397
417eb772ff,Featured,0.56,SONY,ILCE-7,100.0,3.2,50.0,0.003125,1536,3620
13cb037447,Featured,0.8,SONY,ILCE-7RM3,400.0,6.3,237.0,0.004,1339,1299
081aecc14c,Featured,1.33,PANASONIC,DMC-G7,200.0,7.1,33.0,0.005,997,3853
43c7d1402e,Featured,1.36,NIKON,NIKON D600,2000.0,1.6,20.0,0.005,1269,1997
ec8b92b15b,Featured,0.67,NIKON,NIKON D5300,1600.0,1.8,20.0,10.0,2377,31281
16dafaeec2,Featured,0.7399999999999999,CANON,Canon EOS 5D Mark II,200.0,2.8,66.0,0.002,1006,1968
da3eb26beb,Featured,0.67,CANON,Canon EOS 6D,500.0,1.8,85.0,0.008,1125,917
cd00f03b6b,Featured,1.5,CANON,Canon EOS 7D,100.0,9.0,35.0,0.002,1240,3005
c4f73687b5,Featured,0.8,PANASONIC,DC-GH5,1600.0,2.8,12.0,60.0,1978,3383
21eb56f0c3,Featured,1.5,SONY,ILCE-7M3,10000.0,2.8,18.0,13.0,1248,2405
61770fb1aa,Featured,1.5,CANON,Canon EOS 5D Mark III,320.0,13.0,35.0,0.0125,1270,2782
6219aa5498,Featured,0.68,NIKON,NIKON D810,450.0,4.0,500.0,0.0008,1143,2257
644f98f9cf,Featured,1.5,NIKON,NIKON D610,100.0,3.5,105.0,0.0125,1151,1040
f34b1f759b,Featured,0.8,CANON,Canon EOS 6D Mark II,200.0,1.4,50.0,0.01,1231,1227
822535a0dd,Featured,1.5,NIKON,NIKON D4,250.0,5.0,14.0,0.001,2412,18827
78763357ea,Featured,0.8,OLYMPUS,E-M10 Mark III,100.0,5.6,42.0,0.07692307692307693,1566,1639
3f71200fbd,Featured,0.67,FUJIFILM,X-T10,100.0,6.4,27.0,0.003125,1240,2063
453097a336,Featured,1.5,CANON,Canon EOS 6D Mark II,400.0,2.8,67.0,0.002,1192,2172
9c9479e9cd,Featured,0.67,CANON,Canon EOS 6D,100.0,2.8,63.0,0.0005,1113,11495
05d3742c67,Featured,1.78,CANON,Canon PowerShot G3 X,125.0,5.6,220.0,0.002,2327,32390
accd123fda,Featured,1.5,CANON,Canon EOS 5D Mark II,2500.0,5.6,24.0,30.0,1489,1954
83db1a7ba8,Featured,1.49,SONY,DSLR-A100,100.0,9.0,35.0,0.003125,1290,2362
15a2420b93,Featured,0.75,SAMSUNG,SM-N975U,50.0,2.2,1.8,0.01694915254237288,1164,877
15c7258691,Featured,0.67,NIKON,NIKON D750,400.0,7.1,420.0,0.0015625,1511,14339
2ddc39510f,Featured,0.67,CANON,Canon EOS 6D,100.0,1.4,50.0,0.0015625,1329,1342
620cd9834d,Featured,1.5,FUJIFILM,X-T20,100.0,1.4,16.0,0.002,1584,1489
11d6b62721,Featured,0.67,CANON,Canon EOS 6D,200.0,6.3,135.0,0.003125,1963,7368
f8a66656f5,Featured,1.0,OLYMPUS,E-M1MarkII,200.0,1.2,45.0,0.0025,1244,1299
3c7c1705d4,Featured,0.67,SONY,ILCE-7,100.0,2.8,35.0,0.00125,1509,5241
f5200b9214,Featured,0.67,NIKON,NIKON Z 6,100.0,11.0,35.0,2.5,1072,1686
ee97a833a9,Featured,0.67,CANON,Canon EOS 5D Mark IV,800.0,1.4,85.0,0.0004,1394,7726
9548a45550,Featured,1.5,CANON,Canon EOS 6D Mark II,100.0,2.8,50.0,0.00025,1387,2856
d73edcddfa,Featured,0.67,CANON,Canon EOS 5DS,50.0,1.4,50.0,0.000125,1280,593
0e0450183b,Featured,0.67,CANON,Canon EOS Rebel T6i,6400.0,5.6,55.0,0.016666666666666666,1308,493
ca19592469,Featured,0.67,CANON,Canon EOS 80D,100.0,6.3,24.0,0.00625,1448,971
ac2d00e06d,Featured,0.67,SONY,ILCE-7M3,100.0,2.5,50.0,0.0005,1016,1782
0d8443875b,Featured,1.33,CANON,Canon PowerShot G16,80.0,2.2,13.0,0.004,1403,3088
6fbf1d38f2,Featured,1.5,CANON,Canon EOS 5D Mark III,100.0,5.6,200.0,0.0004,1972,46939
e0c7241bbe,Not Featured,1.5,FUJIFILM,X100T,200.0,4.0,23.0,0.004761904761904762,2804,1260
0bcbcf400c,Featured,0.67,FUJIFILM,X-T3,640.0,11.0,16.0,1.3,1059,3603
7867724734,Featured,1.5,SONY,ILCE-7RM3,100.0,7.1,25.0,0.8,1583,99745
a3319f897d,Featured,1.34,NIKON,NIKON D4S,100.0,3.5,200.0,0.000625,2322,30452
ae62d5ec11,Featured,1.5,CANON,Canon EOS 400D DIGITAL,100.0,2.0,35.0,0.0005,3055,108356
0d5685f550,Featured,1.5,FUJIFILM,X-T3,320.0,2.0,90.0,0.0002127659574468085,1134,6352
8d4a386cca,Featured,1.5,CANON,Canon EOS 5D Mark II,640.0,2.8,100.0,0.0005,3141,246658
f4d63e713f,Featured,0.67,SONY,ILCE-7M3,100.0,4.0,24.0,0.0015625,1094,1381
461eb88a4a,Featured,1.5,NIKON,NIKON D3100,180.0,8.0,18.0,0.01,2570,4858
b648200f72,Featured,0.75,PANASONIC,DC-GH5,100.0,1.2,25.0,0.00125,1064,8125
f394587a39,Featured,1.33,DJI,FC2103,100.0,2.8,4.5,0.004,1532,4142
73ce0cef50,Featured,1.5,CANON,Canon EOS Rebel T6,100.0,6.3,250.0,0.00025,1587,6865
3a0abb7ced,Featured,1.5,CANON,Canon EOS 5D Mark III,400.0,8.0,16.0,0.00125,1496,2960
2d0ad947ed,Featured,1.33,APPLE,iPhone 5,50.0,2.4,4.1,0.0010330578512396695,3216,82139
222ffccc46,Featured,1.5,CANON,Canon EOS 60D,200.0,2.0,50.0,0.004,1718,7640
618df6d762,Featured,0.67,CANON,Canon EOS 6D,250.0,1.4,35.0,0.01,1429,34499
f7e5e1f8c1,Featured,1.51,NIKON,NIKON D7000,400.0,5.3,62.0,0.0005,1974,2658
c401f7107a,Featured,1.5,SONY,ILCE-7M2,80.0,11.0,46.0,0.002,1174,1587
f7dc8abf33,Featured,1.34,DJI,FC2103,100.0,2.8,4.5,0.005,1512,9813
4baa96972b,Featured,0.67,SONY,ILCE-7RM2,1000.0,5.0,62.0,0.00625,1573,1928
e821516498,Featured,1.5,FUJIFILM,X-T2,200.0,8.0,50.0,0.0025,1888,20087
8324a5d5a2,Featured,0.66,NIKON,NIKON D5100,100.0,1.8,50.0,0.0008,1243,8449
9be18194ce,Featured,1.47,SONY,Alpha 7S,3200.0,7.0,560.0,30.0,1082,2300
97258b280f,Featured,0.67,NIKON,NIKON D750,100.0,2.0,50.0,0.002,1107,6592
07eb39cc0f,Featured,1.64,FUJIFILM,X-T20,400.0,4.0,35.0,0.005,1481,1664
0799ae1fbe,Featured,0.67,CANON,Canon EOS-1D Mark IV,160.0,3.2,70.0,0.002,1509,2480
3c953c3719,Featured,2.84,APPLE,iPhone 6,32.0,2.2,4.2,0.0005310674455655868,2714,15816
86d8a30876,Featured,1.5,CANON,Canon EOS 1200D,200.0,5.6,250.0,0.002,1513,1528
0c56d85734,Featured,1.5,CANON,Canon EOS 6D,800.0,4.0,24.0,30.0,2875,170466
cea197f0ab,Featured,0.67,CANON,Canon EOS 5D Mark III,400.0,7.1,24.0,0.00025,1937,13057
5ff34dfd34,Featured,0.67,CANON,Canon EOS 6D,100.0,1.4,35.0,0.005,1398,573
858726107c,Featured,1.5,SONY,ILCE-6000,100.0,6.3,30.0,0.005,1589,8345
a41f89418b,Featured,1.5,CANON,Canon EOS 6D,125.0,1.8,50.0,0.0003125,2966,8030
e3749a548f,Featured,0.67,SONY,ILCE-6500,200.0,1.4,30.0,0.0008,1165,3701
5647944111,Featured,1.5,NIKON,NIKON D5200,2000.0,3.5,18.0,30.0,1263,3122
a744430227,Featured,1.5,SONY,SLT-A77V,200.0,5.0,100.0,0.003125,1178,1537
16e911bada,Featured,0.56,SONY,ILCE-6000,100.0,5.6,55.0,0.005,1337,1393
d8873eb50e,Featured,0.67,CANON,Canon EOS 6D,100.0,4.0,73.0,0.00125,1380,450
81e2526786,Featured,1.5,NIKON,NIKON D750,2000.0,4.0,24.0,15.0,1402,1412
e7d15d5668,Featured,1.65,CANON,Canon EOS 80D,1250.0,4.0,40.0,0.000125,2147,4923
10ff1e0c29,Featured,1.5,CANON,Canon EOS 5D Mark III,100.0,2.0,35.0,0.000125,1423,2093
250b28ac7f,Featured,1.27,CANON,Canon EOS Rebel T6,100.0,1.8,50.0,0.005,1256,986
f4d5d544f2,Featured,0.67,CANON,Canon EOS 6D,200.0,3.5,35.0,0.0015625,1253,996
4c915ea1a7,Featured,0.75,DJI,FC2103,100.0,2.8,4.5,0.025,1277,1665
c7aa6c3390,Featured,1.51,SONY,NEX-C3,200.0,13.0,20.0,0.0025,2612,31603
